1	5002
1	5005
1	5007
1	5008
1	5009
1	5010
1	5014
1	5023
1	5027
1	5035
1	5038
1	5049
1	5063
1	5068
1	5073
1	5075
1	5078
1	5079
1	5082
1	5084
1	5085
1	5088
1	5095
1	5106
1	5109
1	5110
1	5113
1	5118
1	5121
1	5127
1	5129
1	5131
1	5133
1	5137
1	5139
1	5140
1	5141
1	5145
1	5151
1	5160
1	5163
1	5171
1	5176
1	5184
1	5185
1	5188
1	5196
1	5203
1	5209
1	5216
1	5219
1	5221
1	5223
1	5225
1	5231
1	5234
1	5235
1	5239
1	5240
1	5243
1	5246
1	5248
1	5249
1	5256
1	5268
1	5272
1	5277
1	5288
1	5298
1	5300
1	5302
1	5312
1	5321
1	5322
1	5324
1	5338
1	5340
1	5361
1	5366
1	5371
1	5375
1	5377
1	5378
1	5383
1	5384
1	5388
1	5389
1	5395
1	5404
1	5408
1	5409
1	5416
1	5419
1	5429
1	5432
1	5435
1	5436
1	5437
1	5441
1	5460
1	5463
1	5478
1	5482
1	5488
1	5495
1	5497
1	5498
1	5499
1	5500
1	5503
1	5505
1	5509
1	5510
1	5519
1	5521
1	5527
1	5530
1	5535
1	5544
1	5552
1	5554
1	5555
1	5558
1	5561
1	5570
1	5577
1	5578
1	5580
1	5582
1	5583
1	5585
1	5586
1	5596
1	5597
1	5600
1	5601
1	5603
1	5605
1	5609
1	5610
1	5618
1	5619
1	5621
1	5622
1	5631
1	5633
1	5635
1	5638
1	5640
1	5643
1	5644
1	5646
1	5647
1	5656
1	5657
1	5661
1	5668
1	5670
1	5676
1	5678
1	5679
1	5691
1	5693
1	5703
1	5705
1	5706
1	5707
1	5714
1	5717
1	5720
1	5731
1	5733
1	5741
1	5754
1	5757
1	5761
1	5762
1	5764
1	5766
1	5777
1	5778
1	5782
1	5783
1	5794
1	5796
1	5799
1	5800
1	5801
1	5803
1	5805
1	5809
1	5810
1	5826
1	5829
1	5834
1	5845
1	5847
1	5852
1	5853
1	5858
1	5859
1	5862
1	5871
1	5873
1	5874
1	5877
1	5880
1	5881
1	5892
1	5899
1	5909
1	5914
1	5919
1	5929
1	5930
1	5933
1	5934
1	5943
1	5945
1	5947
1	5954
1	5958
1	5962
1	5968
1	5985
1	5986
1	5990
1	5993
1	5998
1	5999
1	6002
1	6005
1	6013
1	6021
1	6029
1	6030
1	6042
1	6043
1	6044
1	6047
1	6054
1	6062
1	6065
1	6066
1	6071
1	6078
1	6082
1	6084
1	6089
1	6092
1	6093
1	6094
1	6097
1	6110
1	6113
1	6114
1	6120
1	6122
1	6129
1	6130
1	6147
1	6154
1	6156
1	6159
1	6161
1	6165
1	6170
1	6177
1	6180
1	6182
1	6186
1	6207
1	6209
1	6218
1	6225
1	6226
1	6228
1	6230
1	6249
1	6251
1	6258
1	6259
1	6260
1	6275
1	6278
1	6279
1	6285
1	6292
1	6321
1	6330
1	6343
1	6345
1	6346
1	6347
1	6352
1	6364
1	6365
1	6370
1	6374
1	6376
1	6378
1	6379
1	6380
1	6383
1	6387
1	6393
1	6396
1	6398
1	6402
1	6408
1	6410
1	6415
1	6420
1	6422
1	6425
1	6426
1	6427
1	6429
1	6434
1	6451
1	6462
1	6471
1	6478
1	6487
1	6491
1	6492
1	6493
1	6494
1	6501
1	6505
1	6507
1	6508
1	6513
1	6519
1	6521
1	6523
1	6524
1	6525
1	6540
1	6541
1	6542
1	6543
1	6551
1	6554
1	6556
1	6563
1	6564
1	6567
1	6572
1	6574
1	6581
1	6587
1	6592
1	6597
1	6598
1	6599
1	6606
1	6609
1	6625
1	6629
1	6630
1	6631
1	6634
1	6635
1	6638
1	6642
1	6650
1	6653
1	6654
1	6657
1	6660
1	6663
1	6665
1	6667
1	6672
1	6674
1	6675
1	6679
1	6682
1	6710
1	6714
1	6715
1	6716
1	6717
1	6722
1	6734
1	6738
1	6743
1	6745
1	6754
1	6755
1	6769
1	6780
1	6797
1	6799
1	6805
1	6806
1	6811
1	6812
1	6816
1	6817
1	6824
1	6829
1	6840
1	6841
1	6851
1	6854
1	6856
1	6861
1	6869
1	6877
1	6881
1	6889
1	6892
1	6900
1	6901
1	6903
1	6912
1	6920
1	6926
1	6931
1	6934
1	6935
1	6936
1	6937
1	6939
1	6940
1	6949
1	6952
1	6963
1	6970
1	6972
1	6975
1	6979
1	6987
1	6994
1	6997
1	6999
1	7011
1	7016
1	7021
1	7038
1	7039
1	7045
1	7051
1	7059
1	7061
1	7062
1	7071
1	7076
1	7083
1	7119
1	7133
1	7145
1	7148
1	7152
1	7155
1	7156
1	7158
1	7159
1	7163
1	7165
1	7166
1	7167
1	7168
1	7181
1	7188
1	7189
1	7193
1	7198
1	7206
1	7214
1	7225
1	7230
1	7244
1	7247
1	7253
1	7256
1	7260
1	7261
1	7263
1	7269
1	7273
1	7277
1	7283
1	7286
1	7288
1	7293
1	7296
1	7297
1	7298
1	7305
1	7315
1	7321
1	7324
1	7329
1	7335
1	7340
1	7350
1	7354
1	7355
1	7356
1	7358
1	7372
1	7376
1	7377
1	7378
1	7396
1	7397
1	7401
1	7407
1	7408
1	7411
1	7424
1	7425
1	7432
1	7434
1	7437
1	7448
1	7453
1	7454
1	7459
1	7485
1	7490
1	7494
1	7497
1	7505
1	7506
1	7521
1	7532
1	7546
1	7548
1	7557
1	7559
1	7570
1	7571
1	7572
1	7573
1	7590
1	7602
1	7603
1	7607
1	7614
1	7616
1	7617
1	7619
1	7634
1	7638
1	7639
1	7643
1	7645
1	7655
1	7656
1	7658
1	7660
1	7661
1	7662
1	7670
1	7684
1	7686
1	7695
1	7703
1	7710
1	7714
1	7721
1	7725
1	7726
1	7737
1	7741
1	7752
1	7755
1	7768
1	7769
1	7770
1	7776
1	7777
1	7788
1	7790
1	7791
1	7792
1	7793
1	7798
1	7804
1	7810
1	7820
1	7822
1	7833
1	7843
1	7850
1	7854
1	7855
1	7861
1	7862
1	7867
1	7870
1	7871
1	7872
1	7874
1	7882
1	7883
1	7886
1	7891
1	7892
1	7911
1	7918
1	7919
1	7922
1	7926
1	7927
1	7928
1	7932
1	7935
1	7944
1	7949
1	7963
1	7968
1	7992
1	7993
1	7996
1	8001
1	8002
1	8008
1	8015
1	8021
1	8024
1	8029
1	8033
1	8035
1	8046
1	8051
1	8062
1	8063
1	8064
1	8068
1	8094
1	8095
1	8097
1	8099
1	8103
1	8104
1	8105
1	8107
1	8110
1	8114
1	8118
1	8121
1	8125
1	8131
1	8133
1	8135
1	8143
1	8144
1	8154
1	8159
1	8160
1	8162
1	8163
1	8188
1	8189
1	8195
1	8199
1	8202
1	8209
1	8212
1	8227
1	8233
1	8238
1	8241
1	8246
1	8254
1	8258
1	8260
1	8262
1	8271
1	8279
1	8280
1	8289
1	8297
1	8302
1	8311
1	8325
1	8328
1	8334
1	8342
1	8344
1	8347
1	8348
1	8362
1	8369
1	8374
1	8383
1	8386
1	8387
1	8393
1	8397
1	8403
1	8413
1	8422
1	8437
1	8448
1	8456
1	8457
1	8458
1	8461
1	8462
1	8474
1	8488
1	8489
1	8491
1	8492
1	8505
1	8509
1	8515
1	8522
1	8528
1	8534
1	8538
1	8542
1	8548
1	8550
1	8562
1	8574
1	8575
1	8578
1	8580
1	8583
1	8591
1	8593
1	8602
1	8603
1	8604
1	8608
1	8609
1	8615
1	8616
1	8620
1	8625
1	8631
1	8637
1	8641
1	8650
1	8651
1	8657
1	8658
1	8659
1	8661
1	8663
1	8665
1	8691
1	8692
1	8699
1	8703
1	8706
1	8710
1	8711
1	8713
1	8733
1	8734
1	8736
1	8750
1	8758
1	8762
1	8766
1	8767
1	8768
1	8781
1	8785
1	8787
1	8789
1	8793
1	8809
1	8814
1	8819
1	8822
1	8823
1	8826
1	8828
1	8831
1	8837
1	8838
1	8841
1	8845
1	8855
1	8857
1	8861
1	8863
1	8865
1	8870
1	8872
1	8876
1	8881
1	8884
1	8887
1	8888
1	8892
1	8898
1	8901
1	8902
1	8910
1	8911
1	8916
1	8917
1	8920
1	8921
1	8927
1	8928
1	8937
1	8941
1	8943
1	8952
1	8965
1	8968
1	8971
1	8977
1	8990
1	8992
1	8994
1	9010
1	9012
1	9014
1	9018
1	9025
1	9026
1	9030
1	9031
1	9035
1	9041
1	9060
1	9072
1	9074
1	9077
1	9079
1	9080
1	9083
1	9084
1	9086
1	9098
1	9101
1	9108
1	9120
1	9125
1	9128
1	9133
1	9135
1	9138
1	9139
1	9142
1	9143
1	9144
1	9146
1	9156
1	9157
1	9158
1	9176
1	9181
1	9187
1	9197
1	9216
1	9224
1	9227
1	9233
1	9242
1	9243
1	9244
1	9248
1	9252
1	9254
1	9259
1	9266
1	9275
1	9286
1	9299
1	9305
1	9311
1	9317
1	9318
1	9319
1	9322
1	9324
1	9329
1	9330
1	9331
1	9335
1	9336
1	9339
1	9341
1	9350
1	9352
1	9354
1	9356
1	9367
1	9369
1	9371
1	9376
1	9378
1	9406
1	9419
1	9421
1	9435
1	9437
1	9443
1	9450
1	9451
1	9458
1	9462
1	9463
1	9469
1	9472
1	9473
1	9474
1	9475
1	9477
1	9478
1	9479
1	9486
1	9494
1	9500
1	9502
1	9503
1	9507
1	9515
1	9519
1	9529
1	9532
1	9536
1	9539
1	9540
1	9544
1	9547
1	9553
1	9554
1	9558
1	9559
1	9567
1	9568
1	9570
1	9571
1	9572
1	9577
1	9578
1	9586
1	9589
1	9592
1	9593
1	9610
1	9618
1	9634
1	9635
1	9639
1	9648
1	9650
1	9651
1	9658
1	9659
1	9669
1	9671
1	9680
1	9686
1	9696
1	9706
1	9711
1	9712
1	9713
1	9717
1	9732
1	9738
1	9748
1	9750
1	9753
1	9754
1	9756
1	9770
1	9779
1	9783
1	9786
1	9791
1	9796
